time	V(clk_amp)	V(clk_double)	V(clk_load)	V(clk_sample)	V(comp_out)
4.300004196282289e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.583679e-04
4.300005452711818e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.500664e-04
4.300007965570875e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.124042e-04
4.300012991288990e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.510369e-05
4.300023042725220e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	9.493010e-06
4.300034582893991e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-9.585783e-07
4.300051056878831e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-6.952708e-07
4.300073817068926e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.922130e-07
4.300113753918963e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.911313e-08
4.300156559498790e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.782116e-09
4.300206072933529e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.192915e-09
4.300263598175607e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.566594e-10
4.300343513799131e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.301288e-09
4.300452785323451e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.847595e-10
4.300648540531773e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.084072e-09
4.300891198003607e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	9.755198e-10
4.301157860162479e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.066757e-09
4.301499227933535e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	9.226428e-10
4.302059617549426e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.020794e-09
4.302695949216076e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	9.672763e-10
4.303662339848856e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.025232e-09
4.304997185038845e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	9.857744e-10
4.307119170359515e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.005999e-09
4.309295925773570e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	9.947999e-10
4.312518910847265e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.002924e-09
4.315437696797407e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	9.987333e-10
4.319439169255307e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008252e-09
4.324321981755306e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.005131e-09
4.329204794255306e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.005145e-09
4.347645098989392e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.007084e-09
4.350000000000001e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.866643e-08
4.350001149854010e-06	0.000000e+00	3.000000e+00	0.000000e+00	0.000000e+00	-1.454714e-08
