frequency	V(onoise)	gain
6.606934480075944e+00	5.351671e-04	3.264267e+04
6.760829753919801e+00	5.351671e-04	3.264267e+04
6.918309709189348e+00	5.351671e-04	3.264267e+04
7.079457843841362e+00	5.351671e-04	3.264267e+04
7.244359600749883e+00	5.351670e-04	3.264266e+04
7.413102413009157e+00	5.351670e-04	3.264266e+04
7.585775750291819e+00	5.351670e-04	3.264266e+04
7.762471166286898e+00	5.351669e-04	3.264266e+04
7.943282347242794e+00	5.351669e-04	3.264266e+04
8.128305161640972e+00	5.351669e-04	3.264266e+04
8.317637711026689e+00	5.351668e-04	3.264265e+04
8.511380382023743e+00	5.351668e-04	3.264265e+04
8.709635899560784e+00	5.351668e-04	3.264265e+04
8.912509381337431e+00	5.351668e-04	3.264265e+04
9.120108393559072e+00	5.351667e-04	3.264264e+04
9.332543007969884e+00	5.351666e-04	3.264264e+04
9.549925860214332e+00	5.351666e-04	3.264264e+04
9.772372209558078e+00	5.351666e-04	3.264264e+04
9.999999999999970e+00	5.351665e-04	3.264263e+04
1.023292992280751e+01	5.351665e-04	3.264263e+04
1.047128548050896e+01	5.351664e-04	3.264263e+04
1.071519305237603e+01	5.351664e-04	3.264262e+04
1.096478196143182e+01	5.351663e-04	3.264262e+04
1.122018454301960e+01	5.351662e-04	3.264262e+04
1.148153621496879e+01	5.351662e-04	3.264261e+04
1.174897554939526e+01	5.351661e-04	3.264261e+04
1.202264434617409e+01	5.351661e-04	3.264261e+04
1.230268770812378e+01	5.351660e-04	3.264260e+04
1.258925411794163e+01	5.351659e-04	3.264260e+04
1.288249551693130e+01	5.351658e-04	3.264259e+04
1.318256738556403e+01	5.351657e-04	3.264259e+04
1.348962882591649e+01	5.351657e-04	3.264258e+04
1.380384264602880e+01	5.351655e-04	3.264258e+04
1.412537544622749e+01	5.351655e-04	3.264257e+04
1.445439770745922e+01	5.351654e-04	3.264256e+04
1.479108388168202e+01	5.351653e-04	3.264256e+04
1.513561248436203e+01	5.351651e-04	3.264255e+04
1.548816618912476e+01	5.351650e-04	3.264254e+04
1.584893192461108e+01	5.351649e-04	3.264254e+04
1.621810097358924e+01	5.351648e-04	3.264253e+04
1.659586907437554e+01	5.351647e-04	3.264252e+04
1.698243652461738e+01	5.351646e-04	3.264251e+04
1.737800828749369e+01	5.351644e-04	3.264250e+04
1.778279410038916e+01	5.351643e-04	3.264250e+04
1.819700858609976e+01	5.351641e-04	3.264249e+04
1.862087136662860e+01	5.351639e-04	3.264248e+04
1.905460717963240e+01	5.351637e-04	3.264246e+04
1.949844599758038e+01	5.351636e-04	3.264246e+04
1.995262314968872e+01	5.351634e-04	3.264244e+04
2.041737944669521e+01	5.351632e-04	3.264243e+04
2.089296130854031e+01	5.351630e-04	3.264242e+04
2.137962089502224e+01	5.351627e-04	3.264240e+04
2.187761623949544e+01	5.351625e-04	3.264239e+04
2.238721138568331e+01	5.351623e-04	3.264238e+04
2.290867652767764e+01	5.351620e-04	3.264236e+04
2.344228815319913e+01	5.351618e-04	3.264235e+04
2.398832919019481e+01	5.351615e-04	3.264233e+04
2.454708915685020e+01	5.351612e-04	3.264231e+04
2.511886431509570e+01	5.351609e-04	3.264229e+04
2.570395782768853e+01	5.351606e-04	3.264227e+04
2.630267991895371e+01	5.351603e-04	3.264225e+04
2.691534803926904e+01	5.351600e-04	3.264223e+04
2.754228703338154e+01	5.351595e-04	3.264221e+04
2.818382931264442e+01	5.351592e-04	3.264219e+04
2.884031503126593e+01	5.351588e-04	3.264216e+04
2.951209226666373e+01	5.351584e-04	3.264214e+04
3.019951720402003e+01	5.351580e-04	3.264211e+04
3.090295432513577e+01	5.351575e-04	3.264208e+04
3.162277660168365e+01	5.351570e-04	3.264205e+04
3.235936569296268e+01	5.351565e-04	3.264203e+04
3.311311214825896e+01	5.351560e-04	3.264199e+04
3.388441561392010e+01	5.351555e-04	3.264196e+04
3.467368504525301e+01	5.351549e-04	3.264193e+04
3.548133892335738e+01	5.351543e-04	3.264189e+04
3.630780547700997e+01	5.351537e-04	3.264185e+04
3.715352290971708e+01	5.351530e-04	3.264181e+04
3.801893963205595e+01	5.351523e-04	3.264177e+04
3.890451449942788e+01	5.351516e-04	3.264172e+04
3.981071705534954e+01	5.351509e-04	3.264168e+04
4.073802778041109e+01	5.351501e-04	3.264163e+04
4.168693834703335e+01	5.351492e-04	3.264158e+04
4.265795188015907e+01	5.351484e-04	3.264153e+04
4.365158322401639e+01	5.351475e-04	3.264147e+04
4.466835921509610e+01	5.351465e-04	3.264142e+04
4.570881896148729e+01	5.351455e-04	3.264136e+04
4.677351412871960e+01	5.351445e-04	3.264129e+04
4.786300923226361e+01	5.351434e-04	3.264122e+04
4.897788193684438e+01	5.351423e-04	3.264116e+04
5.011872336272698e+01	5.351411e-04	3.264108e+04
5.128613839913623e+01	5.351398e-04	3.264101e+04
5.248074602497700e+01	5.351385e-04	3.264093e+04
5.370317963702501e+01	5.351371e-04	3.264084e+04
5.495408738576219e+01	5.351357e-04	3.264076e+04
5.623413251903463e+01	5.351342e-04	3.264066e+04
5.754399373371541e+01	5.351327e-04	3.264057e+04
5.888436553555861e+01	5.351310e-04	3.264047e+04
6.025595860743547e+01	5.351293e-04	3.264036e+04
6.165950018614791e+01	5.351275e-04	3.264025e+04
6.309573444801901e+01	5.351256e-04	3.264014e+04
6.456542290346522e+01	5.351236e-04	3.264002e+04
6.606934480075925e+01	5.351215e-04	3.263989e+04
6.760829753919782e+01	5.351194e-04	3.263976e+04
6.918309709189329e+01	5.351171e-04	3.263962e+04
7.079457843841342e+01	5.351147e-04	3.263947e+04
7.244359600749863e+01	5.351122e-04	3.263932e+04
7.413102413009136e+01	5.351096e-04	3.263916e+04
7.585775750291798e+01	5.351069e-04	3.263900e+04
7.762471166286876e+01	5.351040e-04	3.263882e+04
7.943282347242773e+01	5.351010e-04	3.263864e+04
8.128305161640949e+01	5.350979e-04	3.263845e+04
8.317637711026666e+01	5.350946e-04	3.263825e+04
8.511380382023719e+01	5.350912e-04	3.263804e+04
8.709635899560760e+01	5.350876e-04	3.263782e+04
8.912509381337408e+01	5.350838e-04	3.263759e+04
9.120108393559049e+01	5.350799e-04	3.263735e+04
9.332543007969861e+01	5.350757e-04	3.263710e+04
9.549925860214309e+01	5.350714e-04	3.263683e+04
9.772372209558054e+01	5.350669e-04	3.263656e+04
9.999999999999946e+01	5.350622e-04	3.263627e+04
1.023292992280749e+02	5.350572e-04	3.263596e+04
1.047128548050894e+02	5.350520e-04	3.263565e+04
1.071519305237600e+02	5.350465e-04	3.263532e+04
1.096478196143179e+02	5.350408e-04	3.263497e+04
1.122018454301957e+02	5.350349e-04	3.263460e+04
1.148153621496876e+02	5.350286e-04	3.263422e+04
1.174897554939523e+02	5.350221e-04	3.263382e+04
1.202264434617406e+02	5.350152e-04	3.263340e+04
1.230268770812374e+02	5.350080e-04	3.263297e+04
1.258925411794160e+02	5.350005e-04	3.263251e+04
1.288249551693126e+02	5.349927e-04	3.263203e+04
1.318256738556399e+02	5.349844e-04	3.263153e+04
1.348962882591645e+02	5.349758e-04	3.263100e+04
1.380384264602876e+02	5.349668e-04	3.263045e+04
1.412537544622746e+02	5.349573e-04	3.262987e+04
1.445439770745919e+02	5.349474e-04	3.262927e+04
1.479108388168198e+02	5.349370e-04	3.262863e+04
1.513561248436199e+02	5.349261e-04	3.262797e+04
1.548816618912472e+02	5.349148e-04	3.262728e+04
1.584893192461104e+02	5.349029e-04	3.262655e+04
1.621810097358920e+02	5.348904e-04	3.262579e+04
1.659586907437551e+02	5.348774e-04	3.262500e+04
1.698243652461734e+02	5.348637e-04	3.262416e+04
1.737800828749365e+02	5.348494e-04	3.262329e+04
1.778279410038912e+02	5.348344e-04	3.262238e+04
1.819700858609972e+02	5.348187e-04	3.262142e+04
1.862087136662855e+02	5.348023e-04	3.262042e+04
1.905460717963235e+02	5.347851e-04	3.261937e+04
1.949844599758032e+02	5.347671e-04	3.261827e+04
1.995262314968867e+02	5.347482e-04	3.261712e+04
2.041737944669516e+02	5.347285e-04	3.261592e+04
2.089296130854026e+02	5.347078e-04	3.261465e+04
2.137962089502218e+02	5.346861e-04	3.261334e+04
2.187761623949538e+02	5.346635e-04	3.261195e+04
2.238721138568325e+02	5.346398e-04	3.261051e+04
2.290867652767758e+02	5.346150e-04	3.260899e+04
2.344228815319906e+02	5.345889e-04	3.260741e+04
2.398832919019474e+02	5.345618e-04	3.260575e+04
2.454708915685014e+02	5.345332e-04	3.260401e+04
2.511886431509563e+02	5.345034e-04	3.260219e+04
2.570395782768846e+02	5.344722e-04	3.260028e+04
2.630267991895364e+02	5.344395e-04	3.259829e+04
2.691534803926897e+02	5.344052e-04	3.259620e+04
2.754228703338148e+02	5.343694e-04	3.259401e+04
2.818382931264435e+02	5.343318e-04	3.259172e+04
2.884031503126586e+02	5.342925e-04	3.258932e+04
2.951209226666365e+02	5.342514e-04	3.258682e+04
3.019951720401995e+02	5.342083e-04	3.258419e+04
3.090295432513569e+02	5.341633e-04	3.258144e+04
3.162277660168357e+02	5.341161e-04	3.257856e+04
3.235936569296260e+02	5.340666e-04	3.257555e+04
3.311311214825888e+02	5.340150e-04	3.257239e+04
3.388441561392002e+02	5.339608e-04	3.256909e+04
3.467368504525292e+02	5.339041e-04	3.256563e+04
3.548133892335729e+02	5.338448e-04	3.256202e+04
3.630780547700987e+02	5.337827e-04	3.255823e+04
3.715352290971698e+02	5.337177e-04	3.255426e+04
3.801893963205584e+02	5.336496e-04	3.255011e+04
3.890451449942777e+02	5.335785e-04	3.254577e+04
3.981071705534943e+02	5.335039e-04	3.254122e+04
4.073802778041097e+02	5.334259e-04	3.253646e+04
4.168693834703323e+02	5.333442e-04	3.253148e+04
4.265795188015895e+02	5.332587e-04	3.252627e+04
4.365158322401627e+02	5.331693e-04	3.252081e+04
4.466835921509598e+02	5.330757e-04	3.251510e+04
4.570881896148716e+02	5.329777e-04	3.250912e+04
4.677351412871947e+02	5.328751e-04	3.250287e+04
4.786300923226348e+02	5.327678e-04	3.249632e+04
4.897788193684425e+02	5.326555e-04	3.248947e+04
5.011872336272685e+02	5.325380e-04	3.248231e+04
5.128613839913610e+02	5.324150e-04	3.247480e+04
5.248074602497686e+02	5.322864e-04	3.246696e+04
5.370317963702487e+02	5.321517e-04	3.245874e+04
5.495408738576203e+02	5.320108e-04	3.245015e+04
5.623413251903447e+02	5.318634e-04	3.244116e+04
5.754399373371524e+02	5.317092e-04	3.243175e+04
5.888436553555844e+02	5.315479e-04	3.242191e+04
6.025595860743530e+02	5.313791e-04	3.241162e+04
6.165950018614773e+02	5.312025e-04	3.240085e+04
6.309573444801882e+02	5.310178e-04	3.238958e+04
6.456542290346504e+02	5.308246e-04	3.237780e+04
6.606934480075907e+02	5.306226e-04	3.236547e+04
6.760829753919763e+02	5.304112e-04	3.235258e+04
6.918309709189309e+02	5.301901e-04	3.233910e+04
7.079457843841321e+02	5.299590e-04	3.232500e+04
7.244359600749841e+02	5.297172e-04	3.231025e+04
7.413102413009113e+02	5.294645e-04	3.229484e+04
7.585775750291774e+02	5.292002e-04	3.227871e+04
7.762471166286851e+02	5.289238e-04	3.226186e+04
7.943282347242747e+02	5.286349e-04	3.224424e+04
8.128305161640923e+02	5.283330e-04	3.222582e+04
8.317637711026639e+02	5.280172e-04	3.220656e+04
8.511380382023692e+02	5.276873e-04	3.218644e+04
8.709635899560732e+02	5.273425e-04	3.216540e+04
8.912509381337379e+02	5.269821e-04	3.214342e+04
9.120108393559019e+02	5.266055e-04	3.212046e+04
9.332543007969830e+02	5.262121e-04	3.209646e+04
9.549925860214277e+02	5.258010e-04	3.207138e+04
9.772372209558022e+02	5.253717e-04	3.204520e+04
9.999999999999912e+02	5.249231e-04	3.201784e+04
1.023292992280745e+03	5.244548e-04	3.198927e+04
1.047128548050890e+03	5.239656e-04	3.195943e+04
1.071519305237597e+03	5.234549e-04	3.192828e+04
1.096478196143175e+03	5.229217e-04	3.189576e+04
1.122018454301953e+03	5.223652e-04	3.186181e+04
1.148153621496872e+03	5.217842e-04	3.182638e+04
1.174897554939519e+03	5.211780e-04	3.178940e+04
1.202264434617402e+03	5.205455e-04	3.175082e+04
1.230268770812370e+03	5.198856e-04	3.171057e+04
1.258925411794156e+03	5.191973e-04	3.166859e+04
1.288249551693122e+03	5.184795e-04	3.162480e+04
1.318256738556395e+03	5.177311e-04	3.157915e+04
1.348962882591641e+03	5.169508e-04	3.153156e+04
1.380384264602872e+03	5.161375e-04	3.148196e+04
1.412537544622741e+03	5.152900e-04	3.143026e+04
1.445439770745914e+03	5.144071e-04	3.137640e+04
1.479108388168193e+03	5.134873e-04	3.132030e+04
1.513561248436194e+03	5.125295e-04	3.126188e+04
1.548816618912467e+03	5.115322e-04	3.120105e+04
1.584893192461099e+03	5.104942e-04	3.113774e+04
1.621810097358915e+03	5.094140e-04	3.107185e+04
1.659586907437545e+03	5.082902e-04	3.100331e+04
1.698243652461728e+03	5.071214e-04	3.093201e+04
1.737800828749359e+03	5.059061e-04	3.085789e+04
1.778279410038906e+03	5.046428e-04	3.078083e+04
1.819700858609966e+03	5.033301e-04	3.070076e+04
1.862087136662849e+03	5.019665e-04	3.061759e+04
1.905460717963228e+03	5.005504e-04	3.053121e+04
1.949844599758026e+03	4.990803e-04	3.044154e+04
1.995262314968860e+03	4.975547e-04	3.034849e+04
2.041737944669509e+03	4.959722e-04	3.025196e+04
2.089296130854019e+03	4.943311e-04	3.015187e+04
2.137962089502211e+03	4.926301e-04	3.004811e+04
2.187761623949531e+03	4.908675e-04	2.994060e+04
2.238721138568317e+03	4.890420e-04	2.982926e+04
2.290867652767750e+03	4.871522e-04	2.971399e+04
2.344228815319898e+03	4.851965e-04	2.959470e+04
2.398832919019466e+03	4.831738e-04	2.947132e+04
2.454708915685005e+03	4.810826e-04	2.934377e+04
2.511886431509554e+03	4.789217e-04	2.921196e+04
2.570395782768837e+03	4.766898e-04	2.907583e+04
2.630267991895354e+03	4.743859e-04	2.893531e+04
2.691534803926887e+03	4.720089e-04	2.879032e+04
2.754228703338138e+03	4.695578e-04	2.864081e+04
2.818382931264424e+03	4.670316e-04	2.848672e+04
2.884031503126575e+03	4.644296e-04	2.832801e+04
2.951209226666354e+03	4.617510e-04	2.816463e+04
3.019951720401984e+03	4.589953e-04	2.799655e+04
3.090295432513557e+03	4.561619e-04	2.782373e+04
3.162277660168345e+03	4.532506e-04	2.764615e+04
3.235936569296248e+03	4.502610e-04	2.746379e+04
3.311311214825875e+03	4.471930e-04	2.727667e+04
3.388441561391989e+03	4.440467e-04	2.708476e+04
3.467368504525279e+03	4.408224e-04	2.688808e+04
3.548133892335716e+03	4.375202e-04	2.668667e+04
3.630780547700973e+03	4.341407e-04	2.648053e+04
3.715352290971684e+03	4.306845e-04	2.626972e+04
3.801893963205570e+03	4.271525e-04	2.605429e+04
3.890451449942763e+03	4.235456e-04	2.583429e+04
3.981071705534928e+03	4.198650e-04	2.560978e+04
4.073802778041082e+03	4.161119e-04	2.538086e+04
4.168693834703307e+03	4.122878e-04	2.514761e+04
4.265795188015879e+03	4.083944e-04	2.491013e+04
4.365158322401610e+03	4.044335e-04	2.466854e+04
4.466835921509581e+03	4.004070e-04	2.442294e+04
4.570881896148699e+03	3.963170e-04	2.417347e+04
4.677351412871929e+03	3.921658e-04	2.392026e+04
4.786300923226329e+03	3.879557e-04	2.366347e+04
4.897788193684407e+03	3.836895e-04	2.340325e+04
5.011872336272666e+03	3.793696e-04	2.313976e+04
5.128613839913590e+03	3.749990e-04	2.287317e+04
5.248074602497666e+03	3.705805e-04	2.260366e+04
5.370317963702466e+03	3.661172e-04	2.233142e+04
5.495408738576182e+03	3.616121e-04	2.205663e+04
5.623413251903426e+03	3.570686e-04	2.177950e+04
5.754399373371502e+03	3.524898e-04	2.150021e+04
5.888436553555821e+03	3.478791e-04	2.121898e+04
6.025595860743507e+03	3.432399e-04	2.093602e+04
6.165950018614749e+03	3.385757e-04	2.065152e+04
6.309573444801857e+03	3.338898e-04	2.036570e+04
6.456542290346478e+03	3.291858e-04	2.007878e+04
6.606934480075881e+03	3.244671e-04	1.979096e+04
6.760829753919737e+03	3.197373e-04	1.950247e+04
6.918309709189281e+03	3.149997e-04	1.921350e+04
7.079457843841294e+03	3.102578e-04	1.892427e+04
7.244359600749813e+03	3.055150e-04	1.863498e+04
7.413102413009085e+03	3.007747e-04	1.834584e+04
7.585775750291745e+03	2.960401e-04	1.805705e+04
7.762471166286822e+03	2.913144e-04	1.776880e+04
7.943282347242717e+03	2.866007e-04	1.748129e+04
8.128305161640892e+03	2.819022e-04	1.719471e+04
8.317637711026608e+03	2.772218e-04	1.690922e+04
8.511380382023659e+03	2.725623e-04	1.662502e+04
8.709635899560699e+03	2.679265e-04	1.634226e+04
8.912509381337344e+03	2.633172e-04	1.606111e+04
9.120108393558983e+03	2.587368e-04	1.578173e+04
9.332543007969793e+03	2.541878e-04	1.550426e+04
9.549925860214238e+03	2.496726e-04	1.522885e+04
9.772372209557981e+03	2.451932e-04	1.495563e+04
9.999999999999871e+03	2.407519e-04	1.468473e+04
1.023292992280741e+04	2.363506e-04	1.441627e+04
1.047128548050886e+04	2.319911e-04	1.415036e+04
1.071519305237592e+04	2.276752e-04	1.388711e+04
1.096478196143171e+04	2.234044e-04	1.362662e+04
1.122018454301949e+04	2.191803e-04	1.336897e+04
1.148153621496868e+04	2.150043e-04	1.311425e+04
1.174897554939514e+04	2.108775e-04	1.286254e+04
1.202264434617397e+04	2.068012e-04	1.261390e+04
1.230268770812365e+04	2.027764e-04	1.236840e+04
1.258925411794151e+04	1.988040e-04	1.212611e+04
1.288249551693117e+04	1.948848e-04	1.188705e+04
1.318256738556390e+04	1.910196e-04	1.165129e+04
1.348962882591636e+04	1.872089e-04	1.141886e+04
1.380384264602866e+04	1.834534e-04	1.118979e+04
1.412537544622735e+04	1.797535e-04	1.096412e+04
1.445439770745908e+04	1.761095e-04	1.074185e+04
1.479108388168187e+04	1.725217e-04	1.052301e+04
1.513561248436188e+04	1.689903e-04	1.030761e+04
1.548816618912460e+04	1.655154e-04	1.009566e+04
1.584893192461092e+04	1.620971e-04	9.887159e+03
1.621810097358908e+04	1.587354e-04	9.682109e+03
1.659586907437538e+04	1.554301e-04	9.480506e+03
1.698243652461721e+04	1.521813e-04	9.282340e+03
1.737800828749351e+04	1.489886e-04	9.087600e+03
1.778279410038898e+04	1.458518e-04	8.896271e+03
1.819700858609958e+04	1.427706e-04	8.708335e+03
1.862087136662842e+04	1.397448e-04	8.523771e+03
1.905460717963221e+04	1.367738e-04	8.342558e+03
1.949844599758018e+04	1.338573e-04	8.164667e+03
1.995262314968852e+04	1.309949e-04	7.990074e+03
2.041737944669501e+04	1.281861e-04	7.818747e+03
2.089296130854010e+04	1.254303e-04	7.650654e+03
2.137962089502202e+04	1.227269e-04	7.485764e+03
2.187761623949522e+04	1.200755e-04	7.324040e+03
2.238721138568308e+04	1.174754e-04	7.165446e+03
2.290867652767740e+04	1.149260e-04	7.009946e+03
2.344228815319889e+04	1.124267e-04	6.857500e+03
2.398832919019456e+04	1.099769e-04	6.708070e+03
2.454708915684995e+04	1.075758e-04	6.561615e+03
2.511886431509544e+04	1.052228e-04	6.418093e+03
2.570395782768826e+04	1.029172e-04	6.277462e+03
2.630267991895344e+04	1.006583e-04	6.139682e+03
2.691534803926876e+04	9.844545e-05	6.004708e+03
2.754228703338126e+04	9.627789e-05	5.872498e+03
2.818382931264412e+04	9.415494e-05	5.743008e+03
2.884031503126564e+04	9.207588e-05	5.616194e+03
2.951209226666342e+04	9.003997e-05	5.492014e+03
3.019951720401971e+04	8.804652e-05	5.370422e+03
3.090295432513544e+04	8.609479e-05	5.251376e+03
3.162277660168332e+04	8.418407e-05	5.134832e+03
3.235936569296234e+04	8.231367e-05	5.020745e+03
3.311311214825861e+04	8.048283e-05	4.909073e+03
3.388441561391974e+04	7.869088e-05	4.799772e+03
3.467368504525264e+04	7.693710e-05	4.692800e+03
3.548133892335701e+04	7.522079e-05	4.588114e+03
3.630780547700958e+04	7.354126e-05	4.485670e+03
3.715352290971669e+04	7.189781e-05	4.385428e+03
3.801893963205554e+04	7.028977e-05	4.287345e+03
3.890451449942747e+04	6.871646e-05	4.191380e+03
3.981071705534912e+04	6.717722e-05	4.097494e+03
4.073802778041065e+04	6.567137e-05	4.005644e+03
4.168693834703290e+04	6.419826e-05	3.915791e+03
4.265795188015862e+04	6.275726e-05	3.827897e+03
4.365158322401593e+04	6.134772e-05	3.741921e+03
4.466835921509562e+04	5.996901e-05	3.657827e+03
4.570881896148680e+04	5.862051e-05	3.575575e+03
4.677351412871909e+04	5.730162e-05	3.495129e+03
4.786300923226309e+04	5.601173e-05	3.416451e+03
4.897788193684386e+04	5.475025e-05	3.339507e+03
5.011872336272644e+04	5.351659e-05	3.264259e+03
5.128613839913568e+04	5.231017e-05	3.190674e+03
5.248074602497643e+04	5.113044e-05	3.118716e+03
5.370317963702443e+04	4.997684e-05	3.048351e+03
5.495408738576159e+04	4.884881e-05	2.979547e+03
5.623413251903402e+04	4.774583e-05	2.912271e+03
5.754399373371479e+04	4.666736e-05	2.846489e+03
5.888436553555797e+04	4.561289e-05	2.782171e+03
6.025595860743483e+04	4.458190e-05	2.719286e+03
6.165950018614724e+04	4.357390e-05	2.657802e+03
6.309573444801832e+04	4.258839e-05	2.597691e+03
6.456542290346453e+04	4.162489e-05	2.538922e+03
6.606934480075855e+04	4.068293e-05	2.481467e+03
6.760829753919710e+04	3.976205e-05	2.425297e+03
6.918309709189254e+04	3.886178e-05	2.370385e+03
7.079457843841266e+04	3.798169e-05	2.316704e+03
7.244359600749785e+04	3.712133e-05	2.264226e+03
7.413102413009056e+04	3.628027e-05	2.212925e+03
7.585775750291716e+04	3.545810e-05	2.162777e+03
7.762471166286792e+04	3.465440e-05	2.113755e+03
7.943282347242687e+04	3.386876e-05	2.065835e+03
8.128305161640861e+04	3.310080e-05	2.018993e+03
8.317637711026576e+04	3.235012e-05	1.973204e+03
8.511380382023628e+04	3.161634e-05	1.928448e+03
8.709635899560666e+04	3.089909e-05	1.884699e+03
8.912509381337311e+04	3.019801e-05	1.841936e+03
9.120108393558950e+04	2.951273e-05	1.800137e+03
9.332543007969759e+04	2.884291e-05	1.759282e+03
9.549925860214204e+04	2.818821e-05	1.719348e+03
9.772372209557948e+04	2.754829e-05	1.680316e+03
9.999999999999837e+04	2.692282e-05	1.642165e+03
1.023292992280737e+05	2.631148e-05	1.604876e+03
1.047128548050882e+05	2.571396e-05	1.568430e+03
1.071519305237589e+05	2.512994e-05	1.532808e+03
1.096478196143167e+05	2.455913e-05	1.497991e+03
1.122018454301945e+05	2.400124e-05	1.463962e+03
1.148153621496864e+05	2.345596e-05	1.430703e+03
1.174897554939510e+05	2.292303e-05	1.398197e+03
1.202264434617393e+05	2.240216e-05	1.366426e+03
1.230268770812361e+05	2.189309e-05	1.335375e+03
1.258925411794146e+05	2.139555e-05	1.305027e+03
1.288249551693113e+05	2.090928e-05	1.275367e+03
1.318256738556385e+05	2.043403e-05	1.246379e+03
1.348962882591631e+05	1.996955e-05	1.218048e+03
1.380384264602862e+05	1.951560e-05	1.190359e+03
1.412537544622731e+05	1.907194e-05	1.163298e+03
1.445439770745904e+05	1.863834e-05	1.136851e+03
